38843	1758830	6
38843	1351685	5
38843	1454468	7
38843	1343092	7
38843	1343727	8
38843	1772341	6
38843	1428538	7
38843	1409024	6
38843	2109248	7
38843	1659337	6
38843	1646971	9
38843	0816711	6
38843	1670345	8
38843	1596350	7
38843	2132405	7
38843	1650554	6
38843	0481499	7
38843	1623205	5
38843	1588173	6
38843	1333125	3
57480	1210819	5
57480	1074638	5
57480	1598822	6
57480	0795461	2
57480	1853728	7
46139	1453405	7
46139	1440292	8
46139	1990314	6
46139	1981115	8
46139	1441395	7
46139	1321870	6
46139	1397280	4
46139	1321511	6
46139	1827512	6
46139	1568338	7
46139	1741542	6
46139	1491044	6
46139	1726669	6
46139	0376136	6
46139	1659337	7
46139	1196948	6
46139	1731141	7
46139	0945513	7
46139	1723811	8
46139	1663662	7
46139	1023114	7
46139	1100089	7
46139	2395427	9
46139	2024544	7
46139	0829150	5
46139	1430132	6
46139	1560747	6
46139	1613750	7
46139	1424432	7
46139	1189340	7
46139	1891769	7
46139	1340138	7
46139	1979320	8
46139	1821480	7
46139	1606392	7
46139	1386932	7
46139	1670345	7
46139	1235170	6
46139	1588875	7
46139	0455323	6
46139	1582507	5
46139	1371574	7
46139	1686313	7
46139	1250777	8
46139	1675192	7
46139	1690953	8
46139	1758692	6
46139	1253863	6
46139	1650554	8
46139	1832382	7
46139	1817273	7
46139	0337692	6
46139	1437358	6
46139	1164999	8
46139	1675434	8
46139	1126590	7
46139	1335975	7
46139	1454468	9
46139	0443272	7
46139	1205558	6
276	1714832	8
276	1531663	6
276	1300854	6
276	1924429	8
276	1650554	8
276	1170358	8
276	1527788	7
276	1905041	6
276	2395427	7
276	1683526	8
276	1318514	8
276	1392190	8
276	1172587	7
276	1827512	7
276	1675434	9
276	0780504	9
16700	1981115	6
16700	0816711	7
16700	0948470	6
16700	0938330	5
16700	1535108	7
16700	1650554	6
52462	1386703	7
52462	1853728	8
52462	0816711	7
52462	1276104	8
9256	1570728	10
9256	1392170	8
9256	1454029	9
9256	1291584	10
9257	1277953	9
9257	1840417	9
9257	1446192	4
9257	1217209	6
46795	1185416	4
46795	1655442	7
46795	1408101	9
46795	1172991	8
46795	0790736	2
46795	1023114	7
46795	1189340	8
46795	1424432	9
46795	1832382	7
46795	1430132	7
46795	1579361	7
46795	1731141	6
46795	2024544	8
46795	1386703	3
46795	1210166	8
46795	1018765	6
46795	1740047	7
46795	1735898	8
46795	2042568	7
46795	1053810	6
46795	1690953	7
46795	0840361	8
46795	1606378	3
46795	1250777	8
46795	1234721	7
46795	1300854	7
46795	2085910	4
46795	1289401	6
46795	1126590	7
46795	1979320	9
46795	1483013	8
46795	1924429	7
46795	1441952	7
46795	1440129	4
46795	1853728	8
46795	1645089	8
46795	2109248	4
46795	1905041	7
46795	1617661	2
46795	0780504	8
46795	1764234	4
46795	1567233	2
46795	1596365	7
46795	1340138	4
46795	1259521	2
46795	1663662	6
46795	1440728	7
46795	1675434	9
46795	1646971	8
46795	0481499	7
