49152	1424432	6	7.336799223622809
49152	1606378	5	7.494471533881772
57344	1483013	8	8.285365552937924
57344	1670345	10	8.373010515598768
57344	1300854	8	8.263174360488524
57344	1979320	10	8.297639541597185
8194	1231583	8	8.455303393586755
24584	1375666	9	8.77060994581662
960	1596350	10	7.652726395849305
960	1234719	5	7.552509420487283
960	1790885	6	7.175841591136123
960	1509767	8	7.466836005983103
57356	1296898	2	6.880075524904921
57356	1219289	9	7.400127818221912
57356	1701210	6	7.325143573706491
20482	1250777	5	6.870340241718775
20482	1817273	3	6.854063799834451
20482	1411250	3	6.837244625100532
20482	1453405	8	6.828536376991077
20482	0790736	8	6.701712241530601
20482	1333125	8	6.833466444365212
20482	1533053	8	6.830529681515855
20482	1535108	7	6.9055091318472686
57360	1426329	4	7.330101199135812
57360	2125608	9	7.175627795874878
57360	1253863	7	7.413304356176068
57360	2024544	10	7.366792611562239
57360	0947798	10	7.123974446293107
57360	1065073	10	7.327190124975966
17752	1483013	9	5.962241293431811
17752	1408101	6	5.980667194685051
49172	1483013	6	4.133808341752685
49172	1453405	9	3.804105973774003
35502	1130884	9	6.829215624955041
35502	1375666	10	6.781811693838255
24602	1981115	8	7.7575849306292755
8220	1535108	7	6.0727213543215885
8220	1408101	7	6.465356573589394
8220	1483013	8	6.370573533944457
8220	1232829	7	6.391353908284664
8220	2112293	5	6.216897915915405
8222	1616195	7	7.236355454621887
16416	1690953	8	4.378853089770021
16416	0770828	9	2.1272846223467474
16424	1318514	7	5.182488363593448
16424	1907668	7	5.435434746581907
16424	0881320	6	4.936629114958332
16424	1300854	7	5.076841231000577
44136	1625134	7	8.084348378025782
44136	0816711	7	8.280312584193734
42	1093357	7	6.98248155485882
42	1465522	5	6.072550834719909
65580	1650554	7	7.861884157773405
65580	1430626	6	7.60953886702877
65580	0770828	7	7.861884157773404
65580	1170358	10	7.828833024039334
65580	1959490	7	7.669884448048084
65580	1690953	7	7.262393818091524
65580	1649419	8	7.823719320451039
65580	2109248	8	7.828833024039334
65580	0458481	7	7.872685839449724
65580	1411250	7	7.845118168695501
65580	1731141	7	7.707698424777963
65580	0803096	7	7.828833024039333
65580	1924429	7	7.858573727475559
57390	1656190	7	8.33388493839833
57390	0478304	9	7.981640226984878
57390	1065073	7	8.289399411536431
49200	0770828	7	6.9692036290572235
49200	1130884	8	6.732004609117794
36872	2024544	8	8.234977580627286
57394	1673434	9	7.482127567933025
57394	1731141	8	7.073127414790109
57394	0829150	9	7.482127567933023
57394	1921064	6	7.170680802660153
57396	1318514	5	8.63800770997028
57396	2042568	10	8.637725065948077
49206	0926084	8	7.435921574123444
49206	1763303	8	7.648299352869118
32824	1045658	9	7.552085544466285
32824	1862079	6	7.751993286386225
58	1535108	4	7.004519169378821
58	1995304	6	6.784415953975756
60	1212450	7	8.170371098355758
60	1675434	8	8.289835931642237
60	1731141	7	8.117016261377048
60	2042568	7	8.289835931642235
